city,lat,lng
jomvu,-3.98623,39.6082
jebilat,-0.69356,35.07132
iten,0.67028,35.50806
isiolo,0.35462,37.58218
isinya,-1.6792,36.85056
isebania,-1.22511,34.46385
ikinu,-1.10804,36.79161
ijara,-1.59517,40.51444
homa bay,-0.52731,34.45714
hola,-1.48256,40.03341
moi‘s bridge,0.87178,35.12213
habaswein,1.01659,39.49122
gongoni,-3.03668,40.13748
githunguri,-1.05754,36.77625
githiga a,-1.08693,36.73405
giriftu,2.00039,39.75191
gilgil,-0.50397,36.31845
upper gilgil,-0.21209,36.27248
gazi,-4.42402,39.50588
gatundu,-1.05,36.9
garsen,-2.26645,40.10975
garissa,-0.45275,39.64601
garba tula,0.53392,38.51878
funzi,-4.57887,39.43791
faza,-2.05604,41.11184
embu,-0.53987,37.45743
emali,-2.08033,37.47202
el wak,2.80922,40.92885
eldoret,0.52036,35.26993
eldama ravine,0.05196,35.72734
elburgon,-0.30037,35.80935
dundori,-0.2519,36.23641
dadaab,0.05244,40.30855
chwele,0.76239,34.54852
chuka,-0.33316,37.64587
chogoria,-0.22954,37.62732
cheptai,0.79975,34.4778
chepareria,1.30583,35.20365
chavakali,0.11768,34.73339
butere,0.20694,34.49006
busia,0.46005,34.11169
burnt forest,0.21684,35.4325
bura,-1.09431,39.94185
port victoria,0.09809,33.97248
bungoma,0.5635,34.56055
bomet,-0.78129,35.34156
baringo,0.46667,35.96667
baraton,0.25517,35.0827
baragoi,1.78398,36.78597
bamba,-3.54099,39.52268
bahati,-0.15407,36.14634
awendo,-0.90711,34.52895
awasi,-0.16769,35.08239
athi river,-1.4563,36.97826
archers post,0.63967,37.66596
amagoru,0.63157,34.32773
ahero,-0.17359,34.9189
siaya,0.0607,34.28806
takaba,3.35528,40.22278
maji mazuri,-0.01966,35.69138
timboroa,0.0855,35.53021
mukurwe-ini,-0.56092,37.04759
ol kalou,-0.27088,36.37917
kitengela,-1.47612,36.96144
juja,-1.10148,37.0132
lang'ata,-1.3666,36.73324
imara daima estate,-1.32323,36.88021
usenge,-0.06731,34.0566
endarasha,-0.3055,36.79596
ndunyu njeru,-0.54592,36.56182
mlolongo,-1.39639,36.94028
lafey,3.15106,41.18577
banissa,3.94102,40.34248
loiyangalani,2.74439,36.7146
mpeketoni,-2.38913,40.69812
funyula,0.27878,34.11869
marimanti,-0.15457,37.97625
kapsokwony,0.85222,34.70194
mtwapa,-3.93938,39.74877
kawaida,-1.14639,36.7598
kesses,0.30206,35.31441
kathwana,-0.33139,37.86861
ol kalau south settlement,-0.27444,36.33999
maai mahiu,-0.98855,36.58537
kiboko,-2.21053,37.72026
maungu,-3.55813,38.74908
kiambur,0.40778,36.29533
katito,-0.26934,34.97197
kampi ya moto,-0.12429,35.93957
mairo inya,0.02538,36.40865
kasuku,-0.13103,36.37886
engineer,-0.60538,36.57629
chaka,-0.35973,37.00002
kenol,-0.9373,37.12275
samburu,-3.7947,39.26368
bura tana,-1.19326,39.84049
ol donyo,-1.084,37.25274
eldas,2.49184,39.56653
bute,3.35875,39.41968
muhuru,-0.99862,34.09614
nyansiongo,-0.7596,35.0148
rodi,-0.62457,34.503
ewuaso,-1.14856,36.49712
muchorwi,-0.3299,35.68751
karuga,0.03843,36.29279
suguta,0.82495,36.68928
wiyumiririe,-0.07732,36.57959
kinungi,-0.80415,36.53133
isineti,-2.73555,37.50673
illasit,-2.95887,37.57112
il,-2.09761,36.79224
kainuk,1.77442,35.50641
mai,-0.98169,36.58642
khayega,0.20888,34.77078
thomas magena home,-0.77024,34.75077
suluktu,39.93652,69.56779
kyzyl-eshme,39.56559,72.27153
korgon,39.88899,69.93559
aydarken,39.94319,71.34184
katran,39.84434,70.01474
razzakov,39.83895,69.5276
daroot-korgon,39.55274,72.20518
andarak,39.76849,69.46398
balykchy,42.46017,76.18709
uch-korgon,40.22881,72.05924
tyup,42.7276,78.36476
tortkël’,41.75,72.86667
tokmok,42.84194,75.30149
ak-suu,42.49948,78.52702
tegizchil,42.56513,78.42132
tash-kumyr,41.34612,72.21707
talas,42.52256,72.2417
suzak,40.8982,72.90481
chuy,42.81973,75.28233
sovetskoye,41.05178,72.73965
sosnovka,42.63707,73.89608
sokuluk,42.85401,74.30257
pokrovka,42.7362,71.60982
kyzyl-suu,42.34211,78.00644
uzgen,40.76994,73.30068
osh,40.52828,72.7985
orozbekovo,40.05689,71.66945
naryn,41.4283,75.9957
bakai-ata,42.49298,71.9236
lebedinovka,42.88454,74.67819
kyzyl-tuu,42.18527,76.67422
kyzyl-kyya,40.25684,72.12793
kochkor,42.21552,75.75659
kochkor-ata,41.03709,72.4832
kyzyl-adyr,42.61981,71.5891
khalmion,40.21218,71.63274
kazarman,41.40452,74.02828
kayirma,41.85,72.83333
kerben,41.49399,71.75826
karavan,40.29513,72.18627
kara suu,40.7046,72.86666
karakol,42.49047,78.39197
kara-kul’,41.62828,72.67027
kara-dzhygach,40.12209,72.09271
karacha,41.08511,72.81146
kara-balta,42.81423,73.84813
kanysh-kyya,41.76536,71.09181
kant,42.89106,74.85077
kaindy,42.82469,73.67585
kadzhi-say,42.14107,77.17848
manas,40.94498,72.99313
ivanovka,42.88778,75.085
ivanovo-alekseyevka,42.54689,72.20921
iradan,40.26667,72.1
kolkhoz imeni kirova,41.83711,72.89782
gul’cha,40.3138,73.44418
nookat,40.26597,72.61834
cholpon-ata,42.64944,77.08225
chayek,41.92768,74.51699
kemin,42.78611,75.69167
birbash,42.52684,78.35989
boz-beshik,42.43247,77.95153
bokombayevskoye,42.11769,76.99332
bishkek,42.87,74.59
besh-badam,41.14069,72.88859
belovodskoye,42.82944,74.1083
bazar-korgon,41.0376,72.74586
batken,40.0604,70.81929
baetovo,41.26668,74.95698
at-bashi,41.16951,75.80099
aravan,40.51608,72.4996
alga,40.2363,71.49899
ala-buka,41.4105,71.48628
ak-dzhar,41.17417,75.7891
akbulun,42.62607,78.82249
ak-bulung,42.76688,78.22616
beshkent,40.03083,69.81861
toktogul,41.87442,72.94192
nizhnyaya ala-archa,42.92245,74.56684
mayevka,42.90927,74.5685
pulgon,40.14724,71.72962
üch-terek,41.76222,73.20033
kyzyl-oktyabr’,41.10189,72.79274
kara-dëbë,40.24428,72.04475
kara-kulja,40.63223,73.59249
ak-jol,41.56672,72.19452
bozbulun,42.57837,78.36999
akbulek,42.61533,78.81919
zyndan,42.64269,78.87001
chek,40.10934,70.84636
kara-bak,40.16169,70.81959
kyzyl-jol,40.04158,70.81207
samarkandyk,39.9981,70.54589
kyzyl-bel’,40.09991,70.74053
kyrgyz-kyshtak,40.31055,71.34966
kyzyl-bulak,40.0517,71.73726
boz-adyr,39.9986,71.07338
markaz,40.24019,71.89983
kulundu,40.10635,69.64127
toguz-bulak,39.84331,69.71355
ak-tatyr,39.9599,70.48451
ormosh,39.94591,71.26086
ak-say,39.87438,70.52211
phnom penh,11.56245,104.91601
veun sai,13.97598,106.81144
varin,13.86886,103.82987
tuŏl tumpung,11.55118,104.90628
boeng kak muoy,11.57933,104.89817
tœ̆k l’ák,11.56717,104.90472
tăng krâsăng,12.56743,105.04559
ta khmau,11.48333,104.95
svay rieng,11.08785,105.79935
svay chek,13.80539,102.96184
suong,11.91178,105.65821
stung treng,13.52586,105.9683
srae ambel,11.12212,103.75383
snuol,12.07244,106.42078
sisophon,13.58588,102.97369
siem reap,13.36179,103.86056
siem pang,14.11728,106.38838
sen monorom,12.45583,107.18811
damrei slab,12.90202,104.69335
andoung tuek,11.18369,103.46352
prey veng,11.48682,105.32533
s’ang,11.36067,105.00776
koah thum,11.12421,105.05722
pursat,12.53878,103.9192
phumĭ yoŭl toŭng,12.88339,105.86107
yeang dangkum,13.7547,102.75564
yeang,13.54972,103.60905
phumĭ véal tônsay,11.69616,104.58062
phumĭ véal srê,10.98081,104.77828
phumĭ trâpeăng môntrei,10.69563,104.57725
trapeang chan,12.47191,104.41047
tuek kraham,14.21497,104.9469
phumĭ tnaôt chŭm,12.52314,105.06288
phumĭ tnaôt,12.94731,104.56914
bak khlang,11.56903,102.95542
thma puok,13.93987,103.05307
kampong thkov,13.60001,103.41678
reaksmei sameakki,11.60167,104.17601
ta loas,12.8079,103.46023
stueng chhay,10.94238,103.79716
phumĭ srê kăn,10.66588,104.60602
srae chan,11.98329,104.37484
siem reab,11.40035,104.86384
sangkae,13.77822,105.35983
samraong,14.18175,103.51761
samraong kraom,10.71879,104.57197
sala krau,12.95612,102.60891
rumchek,12.09168,105.51117
phumĭ rôméas,12.06904,104.52382
roluos,11.44161,104.86707
roka kandal,12.46134,106.02807
phumĭ prey chék,10.65428,104.57124
preaek saman,12.28412,106.02723
preaek prasab,12.35367,106.03562
preaek khsay kha,11.26235,105.28607
pongro,12.25652,105.92166
ou krasar,10.55536,104.2883
ou kanthor,12.69662,104.84151
phumĭ nĭpéch,12.9223,104.78128
neang sav,12.55369,104.49388
mlu prey muoy,13.80958,105.27604
lvea,13.48462,103.71438
krang pongro,11.44657,104.80311
phum krâkôr,12.49519,106.02248
kou loab,12.54091,106.06247
phumĭ koŭk kóng,11.72915,105.58272
koun sat,10.60058,104.27964
kong noy,11.4394,104.8378
kokor,11.94062,105.37199
koas krala,12.75588,103.25514
kien chrey,12.06929,105.49638
khpob ateav,11.06276,105.19025
khnach romeas,13.26428,102.95043
phumĭ khchau,11.91556,105.13711
kdol,12.23879,104.27848
phumĭ katê vat,13.80575,107.24607
phum kaôh trŭng,12.4964,105.99169
kaoh samraong,12.05816,105.52438
kanhchor,12.30665,106.04065
kandoeng,11.29163,104.84103
roka khnaor,12.24616,105.76142
kampong seila,11.09167,103.90078
han chey,12.25816,105.94835
doun yay,10.77998,104.44382
andoung khmaer,10.60689,104.17419
damrei phong,12.1692,106.08044
dang phlet,13.90309,105.45645
damnak khchas,13.49644,103.40992
dak por,11.4498,104.18947
daeum doung,10.703,104.64896
sdach kong khang cheung,10.60595,104.55338
chhuk,10.83644,104.45528
chhloung,12.2561,105.97004
chealea,11.91042,104.92953
boeng mealea,13.47052,104.22903
bavel,13.25128,102.87795
bavet,11.06317,106.13557
bet trang,10.60721,103.62246
phumĭ âu lœ̆k,13.52018,105.07261
areaks tnaot,12.36698,105.63799
anlong phe,13.53631,105.60907
phum ânlŭng vĭl,13.08339,103.23503
anlong run,13.16709,103.02527
anlong romiet,11.4222,104.80271
anhchanh rung,12.35209,104.42551
phumĭ ânhchaeum,11.84714,105.71424
angkoul,10.46701,104.38554
angkor sar,11.25152,105.62256
ângkôr chey,10.82508,104.65071
phumĭ ângkôr borei,10.99497,104.97477
angkor angk,11.16057,105.31443
andoung trabaek,11.58003,105.76523
phumĭ ândong snay,12.16682,104.66882
andoung pou,12.28309,105.12236
phumĭ ândong poŭthĭ,11.35975,105.80812
ampov prey,11.38712,104.87958
ampil pram daeum,13.26005,102.76972
phumĭ âmpĭl leu,12.00923,105.43409
banteay ampil,14.23663,103.12949
ampil,14.04652,103.54616
phumĭ achén,12.87717,105.93833
aachar leak,12.72553,104.89426
tbeng meanchey,13.80731,104.98046
ph’av,12.02816,104.96478
paoy paet,13.65805,102.56365
pailin,12.84895,102.60928
ou reang,12.33283,107.17018
ŏdŏngk,11.82252,104.74359
moung ruessei,12.77452,103.44926
mémót,11.82883,106.18206
lumphat,13.49146,106.98022
kuleaen,13.82147,104.69824
kep,10.48291,104.31672
koh kong,11.61531,102.9838
kratié,12.48811,106.01879
veal sbov,11.53525,104.97595
rung,11.73474,106.21437
longveaek,11.8688,104.75424
dar,11.78851,106.09334
dangkao,11.50881,104.89144
batheay,11.98935,104.94208
khŭm ânsaông,11.12893,105.544
khŭm ângkôr ban,11.95581,105.20791
kampot,10.61041,104.18145
kampong trach,10.55847,104.46753
kampong trabaek,11.14379,105.48275
kampong thom,12.71112,104.88873
kampong speu,11.45332,104.52085
sihanoukville,10.60932,103.52958
kampong chhnang,12.25,104.66667
kampong cham,11.99339,105.4635
sesan,13.55329,106.09224
chŏng kal,13.95544,103.57379
chhnok tru,12.51508,104.45148
banlung,13.73939,106.98727
odongk,11.68267,104.69945
battambang,13.10271,103.19822
baray,12.39429,105.07518
bar kaev,13.6862,107.21417
pal hal,13.79226,104.97859
anlong veaeng,14.23223,104.08107
ângk tasaôm,11.0129,104.67292
âmleăng,11.7996,104.34389
sampov lun,13.4319,102.37574
smach mean chey,11.54665,103.03569
phnum proek,13.2235,102.39546
kamrieng,13.08806,102.49074
andaeuk haeb,12.85926,102.97177
samlout,12.61698,102.85862
ou andoung,12.93691,102.56242
ou bei choan,13.77363,102.73731
ou chrov,13.63885,102.58356
veal veaeng,12.30491,103.1023
anlong reab,12.27909,103.01656
ou char,13.10691,103.18723
aek phnum,13.15993,103.23134
bat dambang,13.26298,103.09037
phnum srok,13.74403,103.33892
kralanh,13.60535,103.41903
mongkol borei,13.54057,103.02693
preah netr preah,13.62371,103.18212
mondul seima,11.62411,102.95015
botum sakor,11.1872,103.47117
kantueu pir,12.93163,103.13821
mittakpheap,10.62268,103.52473
ou bak roteh,11.1496,103.98253
thma bang,11.62925,103.52958
phnum kravanh,12.35121,103.7694
srei snam,13.8342,103.51315
chum kiri,10.92522,104.42185
angkor meas,10.76895,104.3763
damnak sokram,10.74163,104.45117
damnak chang’aeur,10.53021,104.36881
l’ang,10.74494,104.34578
phnum sruoch,11.385,104.37165
thpong,11.75375,104.42743
anlong thnaot,12.528,104.1999
soutr nikom,13.23879,104.13784
trapeang prasat,14.18689,104.35533
aekakpheap,14.28975,104.11973
sdach kong khang lech,10.62973,104.5356
voat angk khang cheung,10.74304,104.5177
voat angk khang tboung,10.72095,104.52964
kiri vongs,10.63781,104.87319
trapeang sala khang lech,10.71711,104.60013
trapeang sala khang kaeut,10.70395,104.6197
tuk meas khang kaeut,10.66505,104.60902
banteay meas khang kaeut,10.62496,104.65427
banteay meas,10.66781,104.56026
sak sampov,11.45777,104.85942
spean thma,11.46702,104.89139
kouk trab,11.4046,104.84607
kandal stueng,11.4135,104.82648
svay rumpea,11.21281,104.57611
otdam souriya,11.06365,104.70636
tram kak,11.01173,104.67631
basedth,11.14918,104.53641
mukh kampul,11.73577,104.97713
ponhea lueu,11.65577,104.86684
chrang chamreh muoy,11.63049,104.88542
ruessei kaev,11.62439,104.90941
ovlaok,11.5682,104.75304
boeng kak pir,11.57269,104.89022
mean chey,11.53264,104.93662
kampong leaeng,12.27446,104.72737
damrei choan khla,12.69275,104.89885
stueng saen,12.71121,104.89108
stoung,12.9404,104.57072
chey chouk,10.69109,105.02639
kouk thlok,10.9033,105.03308
bourei cholsar,10.83431,105.01851
preah sdach,11.09511,105.38447
kang meas,11.94627,105.27491
kaoh tontuem,11.93221,105.39829
kaoh mitt,11.95241,105.44447
kaoh soutin,11.88548,105.42782
sithor kandal,11.77264,105.38274
prey veaeng,11.57101,105.42058
lvea leu,12.34494,105.28478
chamkar leu,12.30851,105.28186
cheung prey,12.05685,105.07475
prey chhor,12.05804,105.25723
sandan,13.10459,105.25407
mlu prey pir,13.77737,105.26942
sangkae pir,13.75833,105.29887
rumduol,11.15888,105.82261
svay teab,11.05456,105.88531
me sang,11.32761,105.54605
stueng trang,12.25578,105.53522
chantrea,10.98431,106.12486
kampong damrei,12.11433,106.07727
kaev seima,12.18739,106.88061
ou chum,13.7978,106.99378
nang khi lik,13.30353,107.15407
andoung meas,13.86724,107.29682
ou ya dav,13.67061,107.34701
aekapheap,13.74807,107.09608
sangkom thmei,13.58147,104.91315
peam ro,11.30852,105.28366
kampong leav,11.49308,105.34318
leuk daek,11.1751,105.2292
peam chor,11.09877,105.22114
lvea sa,11.45521,105.18987
kaoh kaev,11.44004,105.22589
khsach andaet,12.2522,105.86726
ou ruessei,12.49807,106.03831
ou svay,13.87993,106.00218
koun mom,13.57767,106.77289
phum pir,13.71435,106.98947
pechreada,12.55254,107.42393
andoung thma,10.66993,103.79704
prey nob,10.70939,103.82091
bakan,12.60209,103.78579
angkor thum,13.48339,103.87413
bakong,13.34741,103.98756
chob ta trav,13.62648,103.81684
angkor chum,13.68385,103.6479
ou smach,14.42479,103.69571
haong samnam,11.57149,104.23424
aoral,11.68778,104.12959
baribour,12.43758,104.46286
chi kraeng,13.12234,104.34627
chrak khley,10.68466,104.52579
kuttasat,13.58665,102.7632
ream,10.58512,103.64743
tien,11.44015,104.84615
kak,11.1956,104.53684
dak dam,12.42107,107.30858
nokor pheas,13.64686,103.73367
teaoraereke village,1.33309,173.01162
rawannawi village,2.05379,173.26354
buota village,1.39078,173.13082
betio village,1.35797,172.92105
banraeaba village,1.3454,173.03464
tarawa,1.3278,172.97696
napari village,3.90806,-159.38832
london village,1.98487,-157.47502
tabwakea village,2.01643,-157.48773
banana village,1.98329,-157.36526
makin village,3.3644,172.98352
bairiki village,1.32924,172.97522
ambo village,1.35317,173.04259
bonriki village,1.38081,173.13887
temaiku village,1.36292,173.16226
nawerewere village,1.36362,173.13935
bikenibeu village,1.3673,173.12415
eita village,1.36154,173.08113
banana,1.96865,-157.39361
ouanani,-12.3375,43.7975
vouani,-12.24417,44.37444
vanambouani,-11.61139,43.25306
tsimbeo,-12.20583,44.46472
singani,-11.84784,43.31731
sima,-12.19556,44.27667
salimani,-11.8115,43.26823
patsi,-12.15556,44.43722
ouzini,-12.26722,44.47972
oussivo,-11.585,43.26722
ourovéni,-11.91375,43.49804
ouellah,-11.39028,43.33194
ouani,-12.13554,44.42493
ongoni,-12.17028,44.50694
ntsoudjini,-11.66077,43.27157
ntsaouéni,-11.46583,43.26278
nioumachoua,-12.36139,43.71528
kyo,-12.33222,44.51917
moutsamoudou,-12.16672,44.39944
mtsamdou,-11.60694,43.38056
mrémani,-12.30833,44.49861
mramani,-12.34639,44.52861
moroni,-11.70216,43.25506
mohoro,-11.82701,43.45436
mjimandra,-12.19167,44.37028
mjamaoué,-12.19361,44.31
mitsoudjé,-11.81209,43.28043
mitsamiouli,-11.38472,43.28444
mbéni,-11.50139,43.3775
maraharé,-12.23083,44.31333
koni-djodjo,-12.22972,44.48167
koni-ngani,-12.21583,44.48
koki,-12.17139,44.44167
koimbani,-11.62306,43.35667
kangani,-12.32102,44.4727
ivouani,-11.39157,43.39454
itsandra,-11.67638,43.26466
héroumbili,-11.54389,43.37972
hoani,-12.25083,43.67472
foumbouni,-11.86537,43.49529
fomboni,-12.28759,43.74344
dziani,-12.18333,44.48333
dzahadjou,-11.85287,43.34987
domoni,-12.26067,44.52947
djoyézi,-12.30587,43.77425
dembéni,-11.87361,43.39778
chironkamba,-12.19111,44.3525
chindini,-11.92328,43.49109
chezani,-11.4314,43.39625
chandra,-12.195,44.46472
chouani,-11.8233,43.29429
bouni,-11.48694,43.38833
boungouéni,-12.20556,44.29944
bimbini,-12.18833,44.23556
bandamadji-domba,-11.78788,43.45356
bambao,-12.20325,44.51638
assimpao,-12.23306,44.31972
antsahé,-12.35639,44.5225
mtakoudja,-12.26111,43.70361
ziroudani,-12.3325,43.7775
kavani,-12.19194,44.26944
bandajou,-12.19167,44.28694
chitrouni,-12.18583,44.33556
dar salam,-12.25083,44.38806
hajoho,-12.12434,44.48881
barakani,-12.13861,44.43026
harembo,-12.15108,44.49828
mirontsi,-12.1604,44.40986
pajé,-12.16972,44.38806
limbi,-12.23944,44.50528
lingoni,-12.25583,44.41833
magnassini-nindri,-12.27806,44.41583
adda-douéni,-12.2925,44.49722
daji,-12.32583,44.48861
nkourani,-11.38972,43.28806
ouhozi,-11.405,43.28222
mandza,-11.41806,43.29528
douniani,-11.42111,43.28889
hantsindzi,-11.43178,43.41102
itsandzéni,-11.47278,43.38444
bambadjani,-11.47861,43.37722
mnoungou,-11.51778,43.37389
vanadjou,-11.6075,43.27611
bahani,-11.63972,43.28417
tsidjé,-11.70137,43.27057
mvouni,-11.71965,43.2752
mavingouni,-11.71953,43.26233
ikoni,-11.74487,43.2371
séléa,-11.78756,43.27036
madjeouéni,-11.82167,43.27806
nioumamilima,-11.85461,43.44607
sandy point town,17.35908,-62.84858
saint paul’s,17.40605,-62.83562
sadlers,17.40454,-62.79296
old road town,17.32215,-62.80337
nicola town,17.37956,-62.75318
monkey hill,17.32327,-62.72914
middle island,17.3259,-62.81055
market shop,17.13218,-62.57267
fig tree,17.12623,-62.60265
dieppe bay town,17.41473,-62.8139
cotton ground,17.16667,-62.61667
cayon,17.35,-62.73333
basseterre,17.2955,-62.72499
ryonggang-ŭp,38.85611,125.42444
yŏngbyŏn,39.81333,125.80417
yŏnan-ŭp,37.90889,126.16111
yŏmju,39.89297,124.59756
wŏnsan,39.15278,127.44361
ŭnch’ŏn-ŭp,38.56556,125.42722
ŭllyul,38.51389,125.18972
t’ongch’ŏn-ŭp,38.95389,127.89167
tŏkch’ŏn,39.75261,126.25798
t’aet’an-ŭp,38.08822,125.2983
sŭngho 1-tong,38.99139,125.97778
sunch’ŏn,39.43167,125.93278
sunan,39.20323,125.69312
songnim-ni,38.76349,125.64096
songhwa,38.36028,125.13722
sinwŏn-ŭp,38.23532,125.76244
sil-li,39.49472,125.47361
sinmak,38.41667,126.23333
sinch’ŏn-ŭp,38.35323,125.48423
sinanju,39.59806,125.60972
sariwŏn-si,38.50722,125.75583
